name: 2c5d3baa-6e84-4d1c-8c5f-7b07cd0900a4 num_items: 71951
token, class_id, token_value, token_tf, token_df
зебра, @default_class, 1.3195655128583894e-06, 11.0, 2.0
recma, @default_class, 1.1996050943707814e-06, 10.0, 3.0
skyexpress, @default_class, 1.7994075278693344e-06, 15.0, 5.0
тнквладимир, @default_class, 1.5594865772072808e-06, 13.0, 6.0
isuppli, @default_class, 1.3195655128583894e-06, 11.0, 6.0
chix, @default_class, 1.3195655128583894e-06, 11.0, 5.0
иолотань, @default_class, 1.3195655128583894e-06, 11.0, 9.0
гальченко, @default_class, 1.3195655128583894e-06, 11.0, 4.0
томми, @default_class, 1.1996050943707814e-06, 10.0, 6.0
подрастить, @default_class, 1.6794471093817265e-06, 14.0, 13.0
anheuser, @default_class, 1.1996050943707814e-06, 10.0, 5.0
starbev, @default_class, 1.3195655128583894e-06, 11.0, 3.0
шамалов, @default_class, 1.5594865772072808e-06, 13.0, 11.0
moleskine, @default_class, 2.1592891243926715e-06, 18.0, 3.0
болдуин, @default_class, 2.039328592218226e-06, 17.0, 2.0
usps, @default_class, 2.999012622240116e-06, 25.0, 6.0
венизелос, @default_class, 1.6794471093817265e-06, 14.0, 9.0
донавиа, @default_class, 3.1189731544145616e-06, 26.0, 11.0
морион, @default_class, 2.7590915578912245e-06, 23.0, 5.0
neftochim, @default_class, 1.6794471093817265e-06, 14.0, 7.0
ксп, @default_class, 1.439526045032835e-06, 12.0, 4.0
adp, @default_class, 1.1996050943707814e-06, 10.0, 5.0
karachaganak, @default_class, 2.039328592218226e-06, 17.0, 6.0
ланча, @default_class, 2.039328592218226e-06, 17.0, 6.0
jfc, @default_class, 2.519170493542333e-06, 21.0, 4.0
kirch, @default_class, 2.999012622240116e-06, 25.0, 8.0
фингарантия, @default_class, 2.1592891243926715e-06, 18.0, 10.0
трубецкой, @default_class, 2.279249656567117e-06, 19.0, 3.0
gallois, @default_class, 1.439526045032835e-06, 12.0, 12.0
ютв, @default_class, 1.6794471093817265e-06, 14.0, 6.0
авианов, @default_class, 2.519170493542333e-06, 21.0, 12.0
ири, @default_class, 1.1996050943707814e-06, 10.0, 5.0
пападимос, @default_class, 1.3195655128583894e-06, 11.0, 7.0
пирятинский, @default_class, 1.3195655128583894e-06, 11.0, 10.0
синтезнефтегаз, @default_class, 1.3195655128583894e-06, 11.0, 3.0
envacom, @default_class, 1.439526045032835e-06, 12.0, 3.0
хильдебранд, @default_class, 5.278262051433558e-06, 44.0, 8.0
каший, @default_class, 1.3195655128583894e-06, 11.0, 7.0
рфг, @default_class, 2.039328592218226e-06, 17.0, 2.0
канаев, @default_class, 1.1996050943707814e-06, 10.0, 4.0
клон, @default_class, 1.3195655128583894e-06, 11.0, 9.0
chateau, @default_class, 1.1996050943707814e-06, 10.0, 5.0
выборнов, @default_class, 2.639131025716779e-06, 22.0, 11.0
icoa, @default_class, 1.1996050943707814e-06, 10.0, 1.0
surveillance, @default_class, 1.1996050943707814e-06, 10.0, 10.0
aurelius, @default_class, 1.1996050943707814e-06, 10.0, 3.0
дубков, @default_class, 1.3195655128583894e-06, 11.0, 5.0
degolyer, @default_class, 1.1996050943707814e-06, 10.0, 6.0
picc, @default_class, 1.1996050943707814e-06, 10.0, 3.0
угк, @default_class, 1.7994075278693344e-06, 15.0, 4.0
чунцин, @default_class, 1.1996050943707814e-06, 10.0, 7.0
неснижать, @default_class, 1.1996050943707814e-06, 10.0, 9.0
байрон, @default_class, 1.439526045032835e-06, 12.0, 8.0
kroes, @default_class, 1.3195655128583894e-06, 11.0, 11.0
neelie, @default_class, 1.3195655128583894e-06, 11.0, 11.0
gallaher, @default_class, 1.439526045032835e-06, 12.0, 6.0
нказ, @default_class, 1.1996050943707814e-06, 10.0, 4.0
telsim, @default_class, 1.439526045032835e-06, 12.0, 4.0
car, @default_class, 1.439526045032835e-06, 12.0, 7.0
sandisk, @default_class, 2.7590915578912245e-06, 23.0, 6.0
севмашпредприятие, @default_class, 1.1996050943707814e-06, 10.0, 3.0
сумерки, @default_class, 2.279249656567117e-06, 19.0, 19.0
флэшпамять, @default_class, 1.439526045032835e-06, 12.0, 7.0
асвт, @default_class, 2.519170493542333e-06, 21.0, 2.0
кирюшина, @default_class, 1.6794471093817265e-06, 14.0, 6.0
refco, @default_class, 1.439526045032835e-06, 12.0, 4.0
тоо, @default_class, 1.6794471093817265e-06, 14.0, 7.0
тургай, @default_class, 1.6794471093817265e-06, 14.0, 5.0
лоббироваться, @default_class, 1.1996050943707814e-06, 10.0, 10.0
брехт, @default_class, 1.3195655128583894e-06, 11.0, 3.0
исд, @default_class, 1.6794471093817265e-06, 14.0, 5.0
pkz, @default_class, 4.318578248785343e-06, 36.0, 5.0
delphi, @default_class, 2.399210188741563e-06, 20.0, 7.0
ntl, @default_class, 2.1592891243926715e-06, 18.0, 4.0
шалва_чигиринский, @default_class, 1.91936806004378e-06, 16.0, 10.0
aes, @default_class, 1.3195655128583894e-06, 11.0, 4.0
вснк, @default_class, 5.038340987084666e-06, 42.0, 14.0
нгз, @default_class, 1.439526045032835e-06, 12.0, 4.0
меж, @default_class, 1.1996050943707814e-06, 10.0, 10.0
ремес, @default_class, 1.3195655128583894e-06, 11.0, 9.0
спецфонд, @default_class, 1.5594865772072808e-06, 13.0, 8.0
thierry, @default_class, 1.439526045032835e-06, 12.0, 12.0
любопытный, @default_class, 1.3195655128583894e-06, 11.0, 11.0
ногаидели, @default_class, 1.3195655128583894e-06, 11.0, 8.0
девятимесячный, @default_class, 1.5594865772072808e-06, 13.0, 13.0
ароса, @default_class, 1.1996050943707814e-06, 10.0, 3.0
себастьян, @default_class, 1.3195655128583894e-06, 11.0, 9.0
хэ, @default_class, 1.3195655128583894e-06, 11.0, 6.0
савушкина, @default_class, 1.1996050943707814e-06, 10.0, 6.0
ton, @default_class, 1.7994075278693344e-06, 15.0, 7.0
корнеплод, @default_class, 1.1996050943707814e-06, 10.0, 10.0
coinbase, @default_class, 1.3195655128583894e-06, 11.0, 5.0
павел_климкин, @default_class, 1.3195655128583894e-06, 11.0, 10.0
finma, @default_class, 1.5594865772072808e-06, 13.0, 8.0
союзмультфильм, @default_class, 1.1996050943707814e-06, 10.0, 3.0
элементарный, @default_class, 2.039328592218226e-06, 17.0, 17.0
заливать, @default_class, 1.1996050943707814e-06, 10.0, 8.0
винник, @default_class, 1.439526045032835e-06, 12.0, 7.0
btce, @default_class, 1.439526045032835e-06, 12.0, 5.0
pnk, @default_class, 1.1996050943707814e-06, 10.0, 1.0
ntechlab, @default_class, 1.1996050943707814e-06, 10.0, 2.0
перо, @default_class, 1.439526045032835e-06, 12.0, 10.0
tripadvisor, @default_class, 2.1592891243926715e-06, 18.0, 5.0
hedonism, @default_class, 1.3195655128583894e-06, 11.0, 3.0
гидрография, @default_class, 1.3195655128583894e-06, 11.0, 11.0
домрф, @default_class, 2.639131025716779e-06, 22.0, 8.0
сергей_скрипаль, @default_class, 2.039328592218226e-06, 17.0, 13.0
пломбир, @default_class, 3.358894218763453e-06, 28.0, 5.0
уилбур, @default_class, 1.439526045032835e-06, 12.0, 10.0
отравить, @default_class, 1.91936806004378e-06, 16.0, 15.0
чуйко, @default_class, 1.1996050943707814e-06, 10.0, 6.0
индра, @default_class, 1.439526045032835e-06, 12.0, 8.0
lactalis, @default_class, 2.1592891243926715e-06, 18.0, 5.0
arla, @default_class, 1.3195655128583894e-06, 11.0, 4.0
юнктад, @default_class, 1.439526045032835e-06, 12.0, 5.0
раха, @default_class, 1.1996050943707814e-06, 10.0, 5.0
automobile, @default_class, 1.91936806004378e-06, 16.0, 8.0
escada, @default_class, 2.039328592218226e-06, 17.0, 3.0
indra, @default_class, 1.439526045032835e-06, 12.0, 10.0
нуйя, @default_class, 2.999012622240116e-06, 25.0, 12.0
mollermaersk, @default_class, 1.1996050943707814e-06, 10.0, 6.0
ports, @default_class, 1.7994075278693344e-06, 15.0, 5.0
solvay, @default_class, 1.6794471093817265e-06, 14.0, 4.0
хаким, @default_class, 1.1996050943707814e-06, 10.0, 4.0
мурычев, @default_class, 1.5594865772072808e-06, 13.0, 8.0
париб, @default_class, 2.1592891243926715e-06, 18.0, 8.0
невыясненный, @default_class, 1.1996050943707814e-06, 10.0, 8.0
фнпр, @default_class, 5.638143647956895e-06, 47.0, 18.0
кузина, @default_class, 1.3195655128583894e-06, 11.0, 8.0
аэрофёрстый, @default_class, 1.3195655128583894e-06, 11.0, 3.0
кассетный, @default_class, 1.3195655128583894e-06, 11.0, 2.0
restore, @default_class, 2.519170493542333e-06, 21.0, 8.0
сард, @default_class, 1.7994075278693344e-06, 15.0, 6.0
депардие, @default_class, 2.999012622240116e-06, 25.0, 6.0
карый, @default_class, 2.1592891243926715e-06, 18.0, 4.0
альсад, @default_class, 2.1592891243926715e-06, 18.0, 12.0
сэлтехстрой, @default_class, 4.198617716610897e-06, 35.0, 10.0
рисовый, @default_class, 1.1996050943707814e-06, 10.0, 7.0
безрецептурный, @default_class, 1.439526045032835e-06, 12.0, 5.0
ютинет, @default_class, 1.6794471093817265e-06, 14.0, 4.0
мультисистема, @default_class, 1.1996050943707814e-06, 10.0, 2.0
mend, @default_class, 1.439526045032835e-06, 12.0, 5.0
киберплат, @default_class, 1.1996050943707814e-06, 10.0, 5.0
подмышальский, @default_class, 1.439526045032835e-06, 12.0, 7.0
membership, @default_class, 1.5594865772072808e-06, 13.0, 2.0
adia, @default_class, 1.5594865772072808e-06, 13.0, 5.0
стали_нарушение, @default_class, 1.5594865772072808e-06, 13.0, 13.0
adindex, @default_class, 1.91936806004378e-06, 16.0, 9.0
rosgas, @default_class, 5.278262051433558e-06, 44.0, 11.0
беспредел, @default_class, 1.3195655128583894e-06, 11.0, 9.0
раджаратнама, @default_class, 4.558499313134234e-06, 38.0, 15.0
упрочение, @default_class, 1.3195655128583894e-06, 11.0, 11.0
перл, @default_class, 1.1996050943707814e-06, 10.0, 2.0
azoty, @default_class, 2.279249656567117e-06, 19.0, 3.0
кпп, @default_class, 2.039328592218226e-06, 17.0, 13.0
alscon, @default_class, 1.6794471093817265e-06, 14.0, 4.0
солома, @default_class, 1.91936806004378e-06, 16.0, 7.0
сац, @default_class, 1.439526045032835e-06, 12.0, 12.0
брянскспиртпром, @default_class, 1.1996050943707814e-06, 10.0, 5.0
фабер, @default_class, 1.3195655128583894e-06, 11.0, 5.0
каськива, @default_class, 2.1592891243926715e-06, 18.0, 8.0
kah, @default_class, 1.3195655128583894e-06, 11.0, 4.0
рбдс, @default_class, 3.1189731544145616e-06, 26.0, 6.0
цт, @default_class, 1.1996050943707814e-06, 10.0, 3.0
распознать, @default_class, 1.439526045032835e-06, 12.0, 11.0
kelly, @default_class, 1.3195655128583894e-06, 11.0, 11.0
росрегистрация, @default_class, 1.5594865772072808e-06, 13.0, 9.0
airtel, @default_class, 1.439526045032835e-06, 12.0, 7.0
bharti, @default_class, 1.91936806004378e-06, 16.0, 8.0
росстроить, @default_class, 3.7187755879131146e-06, 31.0, 20.0
машинокомплект, @default_class, 1.6794471093817265e-06, 14.0, 11.0
бернс, @default_class, 1.3195655128583894e-06, 11.0, 10.0
миллзти, @default_class, 1.439526045032835e-06, 12.0, 6.0
соколовский, @default_class, 7.557511708000675e-06, 63.0, 31.0
агрохимбанк, @default_class, 1.3195655128583894e-06, 11.0, 3.0
слактерис, @default_class, 1.5594865772072808e-06, 13.0, 8.0
газэнергобанк, @default_class, 1.3195655128583894e-06, 11.0, 8.0
именовать, @default_class, 1.1996050943707814e-06, 10.0, 10.0
внешэконобанк, @default_class, 1.3195655128583894e-06, 11.0, 11.0
islands, @default_class, 1.1996050943707814e-06, 10.0, 8.0
интернетбанка, @default_class, 2.039328592218226e-06, 17.0, 14.0
straits, @default_class, 2.519170493542333e-06, 21.0, 21.0
квка, @default_class, 1.91936806004378e-06, 16.0, 5.0
заявочный, @default_class, 1.7994075278693344e-06, 15.0, 13.0
сангтудинский, @default_class, 1.1996050943707814e-06, 10.0, 6.0
рестайлинга, @default_class, 1.1996050943707814e-06, 10.0, 8.0
dofasco, @default_class, 2.519170493542333e-06, 21.0, 4.0
peabody, @default_class, 1.7994075278693344e-06, 15.0, 8.0
автострада, @default_class, 1.439526045032835e-06, 12.0, 9.0
гервать, @default_class, 1.439526045032835e-06, 12.0, 6.0
жкпанель, @default_class, 1.1996050943707814e-06, 10.0, 6.0
спектор, @default_class, 1.3195655128583894e-06, 11.0, 8.0
зелла, @default_class, 1.5594865772072808e-06, 13.0, 5.0
linkedln, @default_class, 1.1996050943707814e-06, 10.0, 3.0
мпк, @default_class, 1.1996050943707814e-06, 10.0, 4.0
реновамедиа, @default_class, 1.3195655128583894e-06, 11.0, 3.0
протёк, @default_class, 2.279249656567117e-06, 19.0, 7.0
росздравый, @default_class, 1.1996050943707814e-06, 10.0, 4.0
ледовский, @default_class, 2.7590915578912245e-06, 23.0, 16.0
стандартрезерв, @default_class, 1.1996050943707814e-06, 10.0, 4.0
livedoor, @default_class, 4.558499313134234e-06, 38.0, 10.0
сигма, @default_class, 4.078657184436452e-06, 34.0, 7.0
моспромстрой, @default_class, 1.1996050943707814e-06, 10.0, 3.0
солсбери, @default_class, 1.5594865772072808e-06, 13.0, 9.0
remy, @default_class, 3.358894218763453e-06, 28.0, 10.0
додда, @default_class, 1.439526045032835e-06, 12.0, 5.0
силмаша, @default_class, 1.3195655128583894e-06, 11.0, 7.0
табфонд, @default_class, 1.1996050943707814e-06, 10.0, 6.0
vista, @default_class, 2.1592891243926715e-06, 18.0, 10.0
зайберт, @default_class, 1.3195655128583894e-06, 11.0, 7.0
qinetiq, @default_class, 1.3195655128583894e-06, 11.0, 3.0
болкисесть, @default_class, 1.3195655128583894e-06, 11.0, 5.0
oriental, @default_class, 1.1996050943707814e-06, 10.0, 4.0
fujifilm, @default_class, 1.91936806004378e-06, 16.0, 9.0
компоновка, @default_class, 2.039328592218226e-06, 17.0, 16.0
shinsei, @default_class, 1.1996050943707814e-06, 10.0, 5.0
мосгорстат, @default_class, 1.3195655128583894e-06, 11.0, 7.0
бсз, @default_class, 1.1996050943707814e-06, 10.0, 3.0
сырцовый, @default_class, 2.1592891243926715e-06, 18.0, 10.0
тархан, @default_class, 2.87905209006567e-06, 24.0, 9.0
биня, @default_class, 1.439526045032835e-06, 12.0, 5.0
шубин, @default_class, 1.6794471093817265e-06, 14.0, 4.0
bradford, @default_class, 4.198617716610897e-06, 35.0, 25.0
шатский, @default_class, 1.1996050943707814e-06, 10.0, 4.0
западночерноморский, @default_class, 1.5594865772072808e-06, 13.0, 8.0
aib, @default_class, 2.1592891243926715e-06, 18.0, 5.0
файнберг, @default_class, 2.999012622240116e-06, 25.0, 10.0
бсжть, @default_class, 1.1996050943707814e-06, 10.0, 8.0
бокситоглиноземный, @default_class, 1.91936806004378e-06, 16.0, 10.0
madrid, @default_class, 1.6794471093817265e-06, 14.0, 11.0
caja, @default_class, 1.91936806004378e-06, 16.0, 5.0
нелицензионный, @default_class, 1.7994075278693344e-06, 15.0, 11.0
метинвест, @default_class, 2.039328592218226e-06, 17.0, 10.0
уолш, @default_class, 4.198617716610897e-06, 35.0, 21.0
гупту, @default_class, 1.5594865772072808e-06, 13.0, 10.0
иэппа, @default_class, 1.1996050943707814e-06, 10.0, 6.0
swan, @default_class, 1.1996050943707814e-06, 10.0, 8.0
уравнивание, @default_class, 1.3195655128583894e-06, 11.0, 11.0
евроцементгруппа, @default_class, 1.5594865772072808e-06, 13.0, 9.0
вологдановый, @default_class, 1.3195655128583894e-06, 11.0, 11.0
genzyme, @default_class, 1.6794471093817265e-06, 14.0, 3.0
sanofiaventis, @default_class, 1.5594865772072808e-06, 13.0, 5.0
сомонить, @default_class, 3.478854523564223e-06, 29.0, 11.0
kpo, @default_class, 1.439526045032835e-06, 12.0, 4.0
саитый, @default_class, 1.3195655128583894e-06, 11.0, 8.0
ингушнефтегазпром, @default_class, 1.6794471093817265e-06, 14.0, 2.0
экспремьер, @default_class, 2.039328592218226e-06, 17.0, 15.0
крутить, @default_class, 1.1996050943707814e-06, 10.0, 9.0
гительсон, @default_class, 2.1592891243926715e-06, 18.0, 13.0
niagara, @default_class, 1.1996050943707814e-06, 10.0, 6.0
cairn, @default_class, 1.439526045032835e-06, 12.0, 4.0
нарезной, @default_class, 1.1996050943707814e-06, 10.0, 7.0
anadarko, @default_class, 2.279249656567117e-06, 19.0, 13.0
пластинин, @default_class, 1.439526045032835e-06, 12.0, 5.0
kingfisher, @default_class, 2.7590915578912245e-06, 23.0, 8.0
росалкоголь, @default_class, 3.7187755879131146e-06, 31.0, 15.0
cchbc, @default_class, 2.399210188741563e-06, 20.0, 3.0
parallels, @default_class, 1.6794471093817265e-06, 14.0, 4.0
десятирублёвка, @default_class, 1.1996050943707814e-06, 10.0, 7.0
гаубица, @default_class, 1.3195655128583894e-06, 11.0, 5.0
bridas, @default_class, 1.1996050943707814e-06, 10.0, 5.0
киберпонедельник, @default_class, 3.478854523564223e-06, 29.0, 12.0
shoppertrak, @default_class, 1.1996050943707814e-06, 10.0, 7.0
суждение, @default_class, 2.7590915578912245e-06, 23.0, 18.0
cimber, @default_class, 1.1996050943707814e-06, 10.0, 2.0
аферист, @default_class, 2.519170493542333e-06, 21.0, 15.0
bovespa, @default_class, 1.5594865772072808e-06, 13.0, 8.0
клишас, @default_class, 3.358894218763453e-06, 28.0, 12.0
sse, @default_class, 1.1996050943707814e-06, 10.0, 8.0
госпосредник, @default_class, 1.439526045032835e-06, 12.0, 12.0
saic, @default_class, 1.3195655128583894e-06, 11.0, 5.0
лавка, @default_class, 1.1996050943707814e-06, 10.0, 9.0
stockmann, @default_class, 2.039328592218226e-06, 17.0, 6.0
elliott, @default_class, 2.87905209006567e-06, 24.0, 12.0
твой, @default_class, 1.7994075278693344e-06, 15.0, 12.0
безотлагательный, @default_class, 1.1996050943707814e-06, 10.0, 10.0
euobserver, @default_class, 2.519170493542333e-06, 21.0, 15.0
док, @default_class, 1.91936806004378e-06, 16.0, 9.0
формализовать, @default_class, 1.1996050943707814e-06, 10.0, 9.0
меркурий, @default_class, 1.91936806004378e-06, 16.0, 10.0
астероса, @default_class, 1.439526045032835e-06, 12.0, 3.0
юникорбанк, @default_class, 2.039328592218226e-06, 17.0, 5.0
nasional, @default_class, 1.1996050943707814e-06, 10.0, 9.0
плодожорка, @default_class, 1.3195655128583894e-06, 11.0, 9.0
тёрн, @default_class, 1.3195655128583894e-06, 11.0, 11.0
восхождение, @default_class, 3.358894218763453e-06, 28.0, 13.0
аэродинамический, @default_class, 1.1996050943707814e-06, 10.0, 10.0
old, @default_class, 1.1996050943707814e-06, 10.0, 10.0
xapo, @default_class, 1.439526045032835e-06, 12.0, 2.0
криминал, @default_class, 1.1996050943707814e-06, 10.0, 10.0
runa, @default_class, 1.7994075278693344e-06, 15.0, 4.0
сборник, @default_class, 1.3195655128583894e-06, 11.0, 8.0
кончаловский, @default_class, 1.1996050943707814e-06, 10.0, 4.0
migom, @default_class, 2.039328592218226e-06, 17.0, 7.0
мигом, @default_class, 1.439526045032835e-06, 12.0, 4.0
gruppo, @default_class, 1.3195655128583894e-06, 11.0, 5.0
гтэс, @default_class, 1.3195655128583894e-06, 11.0, 4.0
sbarro, @default_class, 1.91936806004378e-06, 16.0, 4.0
эльэриэн, @default_class, 1.439526045032835e-06, 12.0, 1.0
запорожстать, @default_class, 1.91936806004378e-06, 16.0, 6.0
монолит, @default_class, 2.7590915578912245e-06, 23.0, 6.0
ux, @default_class, 1.91936806004378e-06, 16.0, 9.0
comcon, @default_class, 1.5594865772072808e-06, 13.0, 6.0
friends, @default_class, 1.3195655128583894e-06, 11.0, 6.0
vas, @default_class, 1.1996050943707814e-06, 10.0, 3.0
рулетка, @default_class, 2.519170493542333e-06, 21.0, 15.0
шварцман, @default_class, 1.91936806004378e-06, 16.0, 7.0
корж, @default_class, 2.039328592218226e-06, 17.0, 11.0
иркола, @default_class, 4.438538780959789e-06, 37.0, 8.0
сходить, @default_class, 1.1996050943707814e-06, 10.0, 10.0
ароматизатор, @default_class, 1.439526045032835e-06, 12.0, 9.0
