name: corpus_dictionary num_items: 48679
token, class_id, token_value, token_tf, token_df
ночевать, @default_class, 3.7133536352484953e-06, 20.0, 18.0
adams, @default_class, 4.08468895329861e-06, 22.0, 16.0
таран, @default_class, 5.013027475797571e-06, 27.0, 20.0
школьный, @default_class, 6.684036634396762e-06, 36.0, 29.0
близкий, @default_class, 0.00013646575098391622, 735.0, 697.0
аллегри, @default_class, 8.912048542697448e-06, 48.0, 28.0
справедливо, @default_class, 3.899021066899877e-06, 21.0, 21.0
нефтяник, @default_class, 7.055371952446876e-06, 38.0, 32.0
трагически, @default_class, 2.042344476649305e-06, 11.0, 11.0
александр_старк, @default_class, 1.318240538239479e-05, 71.0, 48.0
йерро, @default_class, 5.5700302254990675e-06, 30.0, 23.0
догонять, @default_class, 4.08468895329861e-06, 22.0, 22.0
man, @default_class, 4.456024271348724e-06, 24.0, 21.0
полуфиналистка, @default_class, 4.641692157747457e-06, 25.0, 23.0
анна_булыгин, @default_class, 1.392507601849502e-05, 75.0, 73.0
умерший, @default_class, 6.684036634396762e-06, 36.0, 35.0
альахнуть, @default_class, 9.469051292398944e-06, 51.0, 33.0
кпрф, @default_class, 2.042344476649305e-06, 11.0, 10.0
разыскивать, @default_class, 2.042344476649305e-06, 11.0, 11.0
рискованный, @default_class, 1.8566768176242476e-06, 10.0, 10.0
поддельный, @default_class, 5.198694907448953e-06, 28.0, 23.0
эффективно, @default_class, 3.7133536352484953e-06, 20.0, 20.0
вживую, @default_class, 2.228012135674362e-06, 12.0, 12.0
зверь, @default_class, 2.228012135674362e-06, 12.0, 12.0
исаков, @default_class, 5.198694907448953e-06, 28.0, 21.0
липецкий, @default_class, 4.270356839697342e-06, 23.0, 17.0
меркнуть, @default_class, 6.498368747998029e-06, 35.0, 26.0
строительный, @default_class, 1.2439734746294562e-05, 67.0, 60.0
координировать, @default_class, 1.8566768176242476e-06, 10.0, 10.0
токшоу, @default_class, 3.527685976223438e-06, 19.0, 14.0
универсидад, @default_class, 6.1270334299479146e-06, 33.0, 15.0
блистать, @default_class, 3.7133536352484953e-06, 20.0, 19.0
носов, @default_class, 2.5993474537244765e-06, 14.0, 12.0
слепой, @default_class, 3.1563506581733236e-06, 17.0, 15.0
чимера, @default_class, 2.042344476649305e-06, 11.0, 11.0
конституция, @default_class, 3.342018317198381e-06, 18.0, 18.0
соперничество, @default_class, 8.726380656298716e-06, 47.0, 44.0
обозвать, @default_class, 2.228012135674362e-06, 12.0, 12.0
рассчитаться, @default_class, 8.726380656298716e-06, 47.0, 44.0
зоопарк, @default_class, 5.5700302254990675e-06, 30.0, 14.0
оградить, @default_class, 2.7850151127495337e-06, 15.0, 13.0
самара, @default_class, 9.283384315494914e-06, 50.0, 47.0
ньюйорк, @default_class, 0.00028722791466861963, 1547.0, 1243.0
эра, @default_class, 4.270356839697342e-06, 23.0, 22.0
усман, @default_class, 2.4136797946994193e-06, 13.0, 13.0
насьонал, @default_class, 2.228012135674362e-06, 12.0, 11.0
пак, @default_class, 1.541041820019018e-05, 83.0, 55.0
свой, @default_class, 0.005453059915453196, 29370.0, 19745.0
ростислав, @default_class, 2.042344476649305e-06, 11.0, 10.0
адрес, @default_class, 0.0001559608499519527, 840.0, 717.0
щадил, @default_class, 2.042344476649305e-06, 11.0, 10.0
каролин, @default_class, 6.1270334299479146e-06, 33.0, 31.0
полагаться, @default_class, 1.2068398973497096e-05, 65.0, 65.0
куинс, @default_class, 8.16937790659722e-06, 44.0, 33.0
подсказать, @default_class, 2.5993474537244765e-06, 14.0, 14.0
council, @default_class, 4.456024271348724e-06, 24.0, 24.0
крижанац, @default_class, 5.384362793847686e-06, 29.0, 20.0
зрители_ный, @default_class, 2.042344476649305e-06, 11.0, 11.0
прервать, @default_class, 0.0001271823566639796, 685.0, 634.0
контиолахти, @default_class, 1.5596084267599508e-05, 84.0, 60.0
орсера, @default_class, 3.1563506581733236e-06, 17.0, 12.0
seles, @default_class, 2.042344476649305e-06, 11.0, 11.0
эдгар, @default_class, 1.2996737495996058e-05, 70.0, 60.0
троховск, @default_class, 2.4136797946994193e-06, 13.0, 12.0
sportsnet, @default_class, 4.270356839697342e-06, 23.0, 23.0
вести, @default_class, 0.0005354656022973359, 2884.0, 2689.0
зафиксировать, @default_class, 0.00013089571439195424, 705.0, 670.0
лучано_спаллетти, @default_class, 2.8221487809787504e-05, 152.0, 146.0
фейенорд, @default_class, 2.1537451175390743e-05, 116.0, 64.0
семинар, @default_class, 4.827359589398839e-06, 26.0, 21.0
федерация, @default_class, 0.0017575302626937628, 9466.0, 6585.0
брэнд, @default_class, 2.4136797946994193e-06, 13.0, 12.0
македония, @default_class, 4.6231252781581134e-05, 249.0, 171.0
воспитывать, @default_class, 8.726380656298716e-06, 47.0, 46.0
лишать, @default_class, 7.4267072704969905e-06, 40.0, 39.0
тин, @default_class, 2.4136797946994193e-06, 13.0, 11.0
гасперинить, @default_class, 5.013027475797571e-06, 27.0, 10.0
провоцировать, @default_class, 9.097716429096181e-06, 49.0, 48.0
доминиканец, @default_class, 4.456024271348724e-06, 24.0, 18.0
активист, @default_class, 8.540713679394685e-06, 46.0, 33.0
объективный, @default_class, 9.097716429096181e-06, 49.0, 49.0
луч, @default_class, 1.392507601849502e-05, 75.0, 44.0
росспорт, @default_class, 1.4296411791292485e-05, 77.0, 52.0
фишт, @default_class, 8.912048542697448e-06, 48.0, 47.0
инструкция, @default_class, 5.013027475797571e-06, 27.0, 24.0
канунник, @default_class, 5.7556981118978e-06, 31.0, 28.0
газинский, @default_class, 5.384362793847686e-06, 29.0, 28.0
крицюк, @default_class, 2.9706829991482664e-06, 16.0, 10.0
джанаесть, @default_class, 5.7556981118978e-06, 31.0, 21.0
хэштег, @default_class, 2.228012135674362e-06, 12.0, 12.0
лина, @default_class, 1.4853414540993981e-05, 80.0, 63.0
никополидис, @default_class, 8.16937790659722e-06, 44.0, 25.0
чартер, @default_class, 2.9706829991482664e-06, 16.0, 12.0
завтрак, @default_class, 3.1563506581733236e-06, 17.0, 15.0
грандиозный, @default_class, 4.270356839697342e-06, 23.0, 23.0
раскрыть, @default_class, 1.5224749404296745e-05, 82.0, 82.0
кап, @default_class, 5.5700302254990675e-06, 30.0, 24.0
реконструировать, @default_class, 4.827359589398839e-06, 26.0, 23.0
пёс, @default_class, 2.4136797946994193e-06, 13.0, 13.0
олимпиакос, @default_class, 7.760908920317888e-05, 418.0, 261.0
асатиани, @default_class, 8.16937790659722e-06, 44.0, 27.0
ала, @default_class, 2.9706829991482664e-06, 16.0, 14.0
бассейн, @default_class, 3.156350430799648e-05, 170.0, 142.0
вернер, @default_class, 5.384362793847686e-06, 29.0, 24.0
нагано, @default_class, 2.228012090199627e-05, 120.0, 115.0
diego, @default_class, 2.7850151127495337e-06, 15.0, 15.0
мансур, @default_class, 4.641692157747457e-06, 25.0, 22.0
телепередача, @default_class, 5.384362793847686e-06, 29.0, 29.0
дэвилс, @default_class, 1.5224749404296745e-05, 82.0, 70.0
очный, @default_class, 2.6550478651188314e-05, 143.0, 143.0
город, @default_class, 0.0006552212289534509, 3529.0, 2916.0
юджин, @default_class, 2.4136797946994193e-06, 13.0, 10.0
эндрю, @default_class, 1.7638429198996164e-05, 95.0, 94.0
диаби, @default_class, 2.5993474537244765e-06, 14.0, 14.0
непреодолимый, @default_class, 1.8566768176242476e-06, 10.0, 10.0
караться, @default_class, 2.228012135674362e-06, 12.0, 12.0
рассчитываться, @default_class, 4.08468895329861e-06, 22.0, 22.0
кинэн, @default_class, 4.827359589398839e-06, 26.0, 11.0
заиграть, @default_class, 1.875243651738856e-05, 101.0, 100.0
робинсон, @default_class, 1.4110743904893752e-05, 76.0, 52.0
климат, @default_class, 5.384362793847686e-06, 29.0, 27.0
якобссон, @default_class, 2.4136797946994193e-06, 13.0, 12.0
произойти, @default_class, 0.0007484264206141233, 4031.0, 3592.0
йовановск, @default_class, 2.042344476649305e-06, 11.0, 11.0
неудобно, @default_class, 2.7850151127495337e-06, 15.0, 14.0
христо, @default_class, 3.899021066899877e-06, 21.0, 18.0
перестроить, @default_class, 2.228012135674362e-06, 12.0, 12.0
ушибить, @default_class, 9.283384315494914e-06, 50.0, 50.0
фифа, @default_class, 0.0008128531044349074, 4378.0, 1843.0
казино, @default_class, 1.15113962237956e-05, 62.0, 45.0
остальной, @default_class, 0.00025696406373754144, 1384.0, 1324.0
айзек, @default_class, 2.4136797946994193e-06, 13.0, 12.0
ковальчик, @default_class, 5.7556981118978e-06, 31.0, 22.0
minnesota, @default_class, 7.4267072704969905e-06, 40.0, 38.0
экспресс, @default_class, 3.899021066899877e-06, 21.0, 17.0
nascar, @default_class, 5.013027475797571e-06, 27.0, 19.0
ходынка, @default_class, 2.228012135674362e-06, 12.0, 11.0
обнять, @default_class, 6.312701316346647e-06, 34.0, 27.0
кучеров, @default_class, 2.4136797946994193e-06, 13.0, 13.0
главный, @default_class, 0.0021680414211004972, 11677.0, 9132.0
raptors, @default_class, 4.456024271348724e-06, 24.0, 11.0
победительница, @default_class, 0.0001778696314431727, 958.0, 869.0
биография, @default_class, 4.270356839697342e-06, 23.0, 23.0
мозгов, @default_class, 7.241039384098258e-06, 39.0, 33.0
ларь, @default_class, 2.4136797946994193e-06, 13.0, 11.0
предплечье, @default_class, 3.1563506581733236e-06, 17.0, 16.0
ругательство, @default_class, 4.08468895329861e-06, 22.0, 17.0
блейделиса, @default_class, 2.4136797946994193e-06, 13.0, 12.0
вследствие, @default_class, 1.1140060450998135e-05, 60.0, 60.0
гуанабар, @default_class, 2.7850151127495337e-06, 15.0, 11.0
хаусвальда, @default_class, 4.08468895329861e-06, 22.0, 13.0
мышь, @default_class, 2.7850151127495337e-06, 15.0, 12.0
обход, @default_class, 2.042344476649305e-06, 11.0, 11.0
персидский, @default_class, 2.4136797946994193e-06, 13.0, 10.0
фиссас, @default_class, 3.7133536352484953e-06, 20.0, 19.0
сандро, @default_class, 1.0026054951595142e-05, 54.0, 45.0
бари, @default_class, 7.241039384098258e-06, 39.0, 31.0
горячее, @default_class, 5.013027475797571e-06, 27.0, 27.0
саблист, @default_class, 4.270356839697342e-06, 23.0, 18.0
двухдневный, @default_class, 3.7133536352484953e-06, 20.0, 20.0
подыскивать, @default_class, 2.9706829991482664e-06, 16.0, 16.0
неодобрительный, @default_class, 2.4136797946994193e-06, 13.0, 12.0
самопровозгласить, @default_class, 6.1270334299479146e-06, 33.0, 29.0
нож, @default_class, 1.745276131259743e-05, 94.0, 78.0
кипа, @default_class, 2.9706829991482664e-06, 16.0, 16.0
перт, @default_class, 5.013027475797571e-06, 27.0, 24.0
альфредо, @default_class, 7.798042133799754e-06, 42.0, 37.0
рамон, @default_class, 1.8195432858192362e-05, 98.0, 82.0
новороссийск, @default_class, 6.498368747998029e-06, 35.0, 28.0
миля, @default_class, 5.5700302254990675e-06, 30.0, 27.0
ваарт, @default_class, 2.9706829991482664e-06, 16.0, 11.0
кручёный, @default_class, 2.042344476649305e-06, 11.0, 10.0
рваный, @default_class, 2.228012135674362e-06, 12.0, 12.0
яхта, @default_class, 5.7556981118978e-06, 31.0, 21.0
match, @default_class, 2.7850151127495337e-06, 15.0, 13.0
сиднейский, @default_class, 4.456024271348724e-06, 24.0, 22.0
перевозчик, @default_class, 2.7850151127495337e-06, 15.0, 13.0
постоянный, @default_class, 4.474590969039127e-05, 241.0, 238.0
насчёт, @default_class, 7.4267072704969905e-06, 40.0, 35.0
форест, @default_class, 2.7850151127495337e-06, 15.0, 13.0
торрес, @default_class, 2.0052109903190285e-05, 108.0, 62.0
afc, @default_class, 4.456024271348724e-06, 24.0, 16.0
чад, @default_class, 4.456024271348724e-06, 24.0, 15.0
мартон, @default_class, 1.8566768176242476e-06, 10.0, 10.0
алжирец, @default_class, 4.08468895329861e-06, 22.0, 19.0
бегунья, @default_class, 3.9732884033583105e-05, 214.0, 166.0
мя, @default_class, 2.228012135674362e-06, 12.0, 12.0
задумка, @default_class, 4.456024271348724e-06, 24.0, 23.0
разбирательство, @default_class, 6.052766548236832e-05, 326.0, 303.0
луна, @default_class, 2.5993474537244765e-06, 14.0, 13.0
соперница, @default_class, 0.00021593151905108243, 1163.0, 872.0
воспитанник, @default_class, 7.222472777357325e-05, 389.0, 371.0
матея, @default_class, 5.013027475797571e-06, 27.0, 26.0
сон, @default_class, 1.893810258479789e-05, 102.0, 81.0
недоброжелатель, @default_class, 1.8566768176242476e-06, 10.0, 10.0
мишин, @default_class, 1.4110743904893752e-05, 76.0, 44.0
стажировка, @default_class, 2.042344476649305e-06, 11.0, 10.0
оркестр, @default_class, 2.4136797946994193e-06, 13.0, 11.0
мелодия, @default_class, 3.342018317198381e-06, 18.0, 15.0
непригодный, @default_class, 2.042344476649305e-06, 11.0, 11.0
фрунзенский, @default_class, 3.1563506581733236e-06, 17.0, 16.0
most, @default_class, 3.342018317198381e-06, 18.0, 17.0
бертран, @default_class, 2.4136797946994193e-06, 13.0, 13.0
свежесть, @default_class, 2.228012135674362e-06, 12.0, 12.0
текстовый, @default_class, 2.4136797946994193e-05, 130.0, 130.0
население, @default_class, 1.2068398973497096e-05, 65.0, 60.0
карен, @default_class, 4.641692157747457e-06, 25.0, 24.0
спортинг, @default_class, 7.723775343038142e-05, 416.0, 256.0
улетать, @default_class, 3.899021066899877e-06, 21.0, 21.0
on, @default_class, 6.684036634396762e-06, 36.0, 31.0
эндшпиль, @default_class, 7.983710020198487e-06, 43.0, 36.0
вхождение, @default_class, 2.228012135674362e-06, 12.0, 11.0
кабоверде, @default_class, 6.8697040660481434e-06, 37.0, 18.0
базаев, @default_class, 4.827359589398839e-06, 26.0, 18.0
симферополь, @default_class, 9.654719178797677e-06, 52.0, 44.0
навесить, @default_class, 1.6895759472390637e-05, 91.0, 87.0
бур, @default_class, 8.355045792995952e-06, 45.0, 31.0
санлоренсо, @default_class, 5.941365998296533e-06, 32.0, 19.0
альфио, @default_class, 2.5993474537244765e-06, 14.0, 14.0
bdb, @default_class, 3.899021066899877e-06, 21.0, 13.0
водка, @default_class, 9.097716429096181e-06, 49.0, 35.0
атрибутика, @default_class, 1.0211722837993875e-05, 55.0, 51.0
пиццония, @default_class, 3.1563506581733236e-06, 17.0, 15.0
разместить, @default_class, 0.0001156709622591734, 623.0, 598.0
петружалька, @default_class, 7.055371952446876e-06, 38.0, 28.0
михальцов, @default_class, 2.228012135674362e-06, 12.0, 11.0
средство, @default_class, 0.00014890548482071608, 802.0, 700.0
рижанин, @default_class, 6.1270334299479146e-06, 33.0, 26.0
маркесом, @default_class, 3.7133536352484953e-06, 20.0, 15.0
риоса, @default_class, 2.9706829991482664e-06, 16.0, 11.0
риос, @default_class, 3.899021066899877e-06, 21.0, 19.0
кеннет, @default_class, 4.08468895329861e-06, 22.0, 21.0
неаполь, @default_class, 8.540713679394685e-06, 46.0, 41.0
габриэле, @default_class, 2.042344476649305e-06, 11.0, 10.0
каннаваро, @default_class, 1.4110743904893752e-05, 76.0, 35.0
квальярелла, @default_class, 5.5700302254990675e-06, 30.0, 19.0
последний, @default_class, 0.0020349177066236734, 10960.0, 9019.0
лео, @default_class, 1.2439734746294562e-05, 67.0, 61.0
пожелание, @default_class, 7.241039384098258e-06, 39.0, 38.0
прерваться, @default_class, 8.355045792995952e-06, 45.0, 45.0
интеррос, @default_class, 2.9706829991482664e-06, 16.0, 11.0
исследовательский, @default_class, 3.1563506581733236e-06, 17.0, 14.0
невероятный, @default_class, 1.15113962237956e-05, 62.0, 62.0
уравнять, @default_class, 4.641692157747457e-06, 25.0, 24.0
принятый, @default_class, 3.1563506581733236e-06, 17.0, 17.0
атрибут, @default_class, 2.228012135674362e-06, 12.0, 12.0
усейн, @default_class, 1.392507601849502e-05, 75.0, 58.0
разогнать, @default_class, 3.527685976223438e-06, 19.0, 19.0
ступенька, @default_class, 3.7133536352484953e-06, 20.0, 19.0
петух, @default_class, 9.654719178797677e-06, 52.0, 38.0
хассан, @default_class, 5.384362793847686e-06, 29.0, 21.0
судейский, @default_class, 9.15341661311686e-05, 493.0, 387.0
словакия, @default_class, 0.00025770673528313637, 1388.0, 1080.0
gztru, @default_class, 2.5993474537244765e-06, 14.0, 12.0
партнерский, @default_class, 2.7850151127495337e-06, 15.0, 14.0
совершение, @default_class, 1.0026054951595142e-05, 54.0, 53.0
опоздать, @default_class, 9.469051292398944e-06, 51.0, 43.0
катиться, @default_class, 2.042344476649305e-06, 11.0, 11.0
зенитовца, @default_class, 3.527685976223438e-06, 19.0, 19.0
прибегнуть, @default_class, 6.8697040660481434e-06, 37.0, 36.0
фетисов, @default_class, 5.6257307733176276e-05, 303.0, 117.0
коллективный, @default_class, 1.6895759472390637e-05, 91.0, 80.0
подрезать, @default_class, 2.9706829991482664e-06, 16.0, 16.0
телерадиокомпания, @default_class, 2.7850151127495337e-06, 15.0, 14.0
энди_маррей, @default_class, 2.1166115402593277e-05, 114.0, 108.0
столбова, @default_class, 1.0768725587695371e-05, 58.0, 45.0
настроиться, @default_class, 5.384362793847686e-06, 29.0, 28.0
ансся, @default_class, 1.8566768176242476e-06, 10.0, 10.0
васк, @default_class, 1.633875581319444e-05, 88.0, 41.0
класян, @default_class, 1.8566768176242476e-06, 10.0, 10.0
галле, @default_class, 4.456024271348724e-06, 24.0, 17.0
кан, @default_class, 1.652442369959317e-05, 89.0, 53.0
врезаться, @default_class, 3.991855191998184e-05, 215.0, 205.0
выбраться, @default_class, 5.198694907448953e-06, 28.0, 28.0
форткент, @default_class, 2.9706829991482664e-06, 16.0, 10.0
украина, @default_class, 0.0005460486281663179, 2941.0, 1708.0
переживать, @default_class, 2.5065137378987856e-05, 135.0, 129.0
назначать, @default_class, 9.84038706519641e-06, 53.0, 49.0
покойный, @default_class, 3.7133536352484953e-06, 20.0, 20.0
киммо, @default_class, 2.5993474537244765e-06, 14.0, 14.0
нежелание, @default_class, 2.1166115402593277e-05, 114.0, 112.0
сампраса, @default_class, 1.0954393474094104e-05, 59.0, 29.0
зсть, @default_class, 5.5700302254990675e-06, 30.0, 29.0
васкес, @default_class, 6.1270334299479146e-06, 33.0, 20.0
северовосток, @default_class, 2.042344476649305e-06, 11.0, 11.0
кишинев, @default_class, 6.684036634396762e-06, 36.0, 27.0
озолиньша, @default_class, 4.827359589398839e-06, 26.0, 17.0
